ObjectProperty,label,parent,parentLabel,definition,comment,IAODefinition,domain,domainLabel,domainDef,domainComment,domainIAODefinition,range,rangeLabel,rangeDef,rangeComment,rangeIAODefinition
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,For any independent continuant b and any time t there is some spatial region r such that b is located_in r at t. (axiom label in BFO2 Reference: [134-001]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,For any independent continuant b and any time t there is some spatial region r such that b is located_in r at t. (axiom label in BFO2 Reference: [134-001]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,For any independent continuant b and any time t there is some spatial region r such that b is located_in r at t. (axiom label in BFO2 Reference: [134-001]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,For any independent continuant b and any time t there is some spatial region r such that b is located_in r at t. (axiom label in BFO2 Reference: [134-001]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"For every independent continuant b and time t during the region of time spanned by its life, there are entities which s-depends_on b during t. (axiom label in BFO2 Reference: [018-002])",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"For every independent continuant b and time t during the region of time spanned by its life, there are entities which s-depends_on b during t. (axiom label in BFO2 Reference: [018-002])",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0001019,contains,,,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"For every independent continuant b and time t during the region of time spanned by its life, there are entities which s-depends_on b during t. (axiom label in BFO2 Reference: [018-002])",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
